#frequency	noise-free	noisy
84078.6985	1.550098E-01	2.252325E-01
84079.1867	2.080631E+00	1.954066E+00
84079.6750	1.407970E+01	1.391976E+01
84080.1632	4.697509E+01	4.650285E+01
84080.6515	8.003294E+01	8.030500E+01
84081.1397	7.772809E+01	7.787657E+01
84081.6280	5.568049E+01	5.579264E+01
84082.1162	6.384618E+01	6.407924E+01
84082.6045	8.364975E+01	8.328056E+01
84083.0927	6.880532E+01	6.863135E+01
84083.5810	3.064323E+01	3.073876E+01
84084.0692	6.781707E+00	6.937391E+00
84084.5575	7.453953E-01	7.921458E-01
84085.0457	4.163167E-02	3.145918E-01
84085.5340	1.190824E-03	4.823120E-03
84086.0222	1.745996E-05	-3.542318E-02
84086.5105	1.312078E-07	4.429849E-01
84086.9987	5.052651E-10	1.077690E-02
84087.4870	9.885191E-13	-1.280011E-01
84087.9752	2.108841E-12	-1.263887E-01
84088.4635	6.966423E-10	1.496269E-01
84088.9517	1.178969E-07	-3.869387E-02
84089.4400	1.019349E-05	4.986369E-02
84089.9283	4.502701E-04	3.987158E-02
84090.4165	1.016125E-02	-1.521316E-01
84090.9048	1.171332E-01	2.511488E-01
84091.3930	6.892904E-01	9.210599E-01
84091.8813	2.069475E+00	1.937318E+00
84092.3695	3.175754E+00	3.350139E+00
84092.8578	2.497350E+00	2.333932E+00
84093.3460	1.004707E+00	1.148962E+00
84093.8343	2.062612E-01	-1.562964E-02
84094.3225	2.161104E-02	3.865870E-02
84094.8108	1.156502E-03	5.304198E-02
84095.2990	3.219024E-05	-1.299098E-02
84095.7873	2.670836E-05	2.292725E-03
84096.2755	6.155664E-04	2.988736E-01
84096.7638	7.370649E-03	2.163678E-02
84097.2520	4.509072E-02	-5.958912E-02
84097.7403	1.409280E-01	1.135274E-01
84098.2285	2.250540E-01	2.693576E-01
84098.7168	1.836705E-01	3.987439E-01
84099.2050	7.659691E-02	-6.476906E-02
84099.6933	1.631999E-02	1.566533E-01
84100.1815	1.776504E-03	4.204614E-02
84100.6698	9.880390E-05	-2.924016E-01
84101.1580	2.807708E-06	3.283065E-02
84101.6463	4.076627E-08	-8.791079E-03
84102.1346	3.024208E-10	3.781713E-02
84102.6228	1.153272E-12	-2.325263E-01
84103.1111	0.000000E+00	-5.568276E-02
84103.5993	0.000000E+00	-9.284111E-02
84104.0876	0.000000E+00	-3.536315E-02
84104.5758	0.000000E+00	-1.785852E-01
84105.0641	0.000000E+00	1.529645E-01
84105.5523	0.000000E+00	-3.274453E-01
84106.0406	0.000000E+00	1.056764E-02
84106.5288	0.000000E+00	-3.359988E-01
84107.0171	0.000000E+00	-5.001781E-01
84107.5053	0.000000E+00	4.311969E-02
84107.9936	0.000000E+00	-1.876832E-01
84108.4818	0.000000E+00	1.995019E-01
84108.9701	0.000000E+00	5.141335E-01
84109.4583	0.000000E+00	-9.982053E-02
84109.9466	0.000000E+00	-3.048081E-01
84110.4348	0.000000E+00	2.722358E-02
84110.9231	0.000000E+00	-2.084445E-01
84111.4113	0.000000E+00	-1.835747E-01
84111.8996	0.000000E+00	-1.637390E-01
84112.3878	0.000000E+00	-2.545314E-01
84112.8761	0.000000E+00	-2.184887E-02
84113.3643	0.000000E+00	-1.270153E-03
84113.8526	0.000000E+00	-6.817609E-02
84114.3409	0.000000E+00	9.384322E-02
84114.8291	0.000000E+00	-2.069959E-01
84115.3174	0.000000E+00	-1.286338E-02
84115.8056	0.000000E+00	2.568749E-01
84116.2939	0.000000E+00	3.442578E-01
84116.7821	0.000000E+00	-2.394364E-01
84117.2704	0.000000E+00	-2.362101E-01
84117.7586	0.000000E+00	-1.390418E-01
84118.2469	0.000000E+00	2.887982E-01
84118.7351	0.000000E+00	-3.539471E-01
84119.2234	0.000000E+00	-1.822356E-01
84119.7116	0.000000E+00	4.104439E-02
84120.1999	5.634552E-12	-1.071084E-01
84120.6881	1.175480E-09	-2.534501E-01
84121.1764	1.253219E-07	4.379521E-02
84121.6646	6.829491E-06	1.340288E-01
84122.1529	1.902396E-04	-2.201618E-02
84122.6411	2.708715E-03	2.468058E-01
84123.1294	1.971362E-02	-3.584221E-01
84123.6176	7.333209E-02	5.434029E-02
84124.1059	1.394325E-01	-5.810756E-02
84124.5941	1.355303E-01	6.049245E-05
84125.0824	6.734530E-02	-4.043632E-01
84125.5706	1.710474E-02	-5.142108E-02
84126.0589	2.220501E-03	6.617308E-03
84126.5472	1.473423E-04	-6.871171E-02
84127.0354	4.997515E-06	-8.110799E-02
84127.5237	8.664268E-08	-1.378392E-02
84128.0119	7.678146E-10	1.132274E-01
84128.5002	3.492762E-12	-1.716763E-02
84128.9884	0.000000E+00	-8.980361E-03
84129.4767	0.000000E+00	-4.932817E-02
84129.9649	0.000000E+00	5.613429E-01
84130.4532	0.000000E+00	3.284653E-01
84130.9414	0.000000E+00	1.341120E-01
84131.4297	0.000000E+00	-2.840338E-01
84131.9179	0.000000E+00	5.339983E-02
84132.4062	0.000000E+00	-3.149901E-01
84132.8944	0.000000E+00	-6.525986E-02
84133.3827	0.000000E+00	8.545384E-02
84133.8709	0.000000E+00	3.028401E-01
84134.3592	1.383924E-12	1.551961E-02
84134.8474	5.317564E-10	-1.581611E-02
84135.3357	1.042504E-07	1.820280E-01
84135.8239	1.048000E-05	7.996281E-02
84136.3122	5.416820E-04	2.126089E-01
84136.8004	1.447309E-02	1.554834E-01
84137.2887	2.019543E-01	2.711028E-01
84137.7769	1.498704E+00	1.643755E+00
84138.2652	6.097105E+00	5.902001E+00
84138.7535	1.426371E+01	1.446072E+01
84139.2417	2.030042E+01	2.047825E+01
84139.7300	1.817779E+01	1.792611E+01
84140.2182	1.119183E+01	1.095692E+01
84140.7065	9.365137E+00	9.426644E+00
84141.1947	1.400704E+01	1.383748E+01
84141.6830	1.503939E+01	1.528317E+01
84142.1712	8.982915E+00	8.996902E+00
84142.6595	3.695447E+00	3.785333E+00
84143.1477	3.862571E+00	3.506754E+00
84143.6360	6.263356E+00	6.072636E+00
84144.1242	5.826500E+00	5.644016E+00
84144.6125	2.901319E+00	2.408046E+00
84145.1007	1.623685E+00	1.437499E+00
84145.5890	4.310060E+00	4.332437E+00
84146.0772	1.020162E+01	1.014478E+01
84146.5655	1.383360E+01	1.359753E+01
84147.0537	1.100377E+01	1.094656E+01
84147.5420	5.155712E+00	5.254508E+00
84148.0302	1.380621E+00	1.059662E+00
84148.5185	2.162713E-01	3.289310E-01
84149.0067	1.778227E-01	1.994661E-01
84149.4950	1.020041E+00	9.959109E-01
84149.9832	3.274995E+00	3.153707E+00
84150.4715	5.381601E+00	5.409470E+00
84150.9598	4.544944E+00	4.639944E+00
84151.4480	1.968616E+00	2.250655E+00
84151.9363	4.354130E-01	3.522807E-01
84152.4245	5.370734E-02	2.864277E-01
84152.9128	7.350205E-02	-2.071212E-01
84153.4010	5.639230E-01	5.256414E-01
84153.8893	2.401668E+00	2.569094E+00
84154.3775	5.927587E+00	5.905246E+00
84154.8658	9.800548E+00	9.738628E+00
84155.3540	1.174639E+01	1.163778E+01
84155.8423	9.304338E+00	9.308127E+00
84156.3305	4.637897E+00	4.293708E+00
84156.8188	2.833034E+00	2.818204E+00
84157.3070	3.872481E+00	3.862695E+00
84157.7953	4.450091E+00	4.078161E+00
84158.2835	4.024544E+00	4.061969E+00
84158.7718	4.387555E+00	4.134058E+00
84159.2600	4.691356E+00	4.716251E+00
84159.7483	3.107709E+00	3.134076E+00
84160.2365	1.093713E+00	1.288383E+00
84160.7248	1.979186E-01	1.098934E-01
84161.2130	1.833731E-02	2.093062E-01
84161.7013	1.515556E-03	1.737663E-01
84162.1895	1.416598E-02	-7.267763E-02
84162.6778	1.578804E-01	1.419607E-01
84163.1661	9.004124E-01	1.250442E+00
84163.6543	2.622170E+00	2.590080E+00
84164.1426	3.908622E+00	3.920061E+00
84164.6308	2.991174E+00	3.085878E+00
84165.1191	1.172594E+00	1.044239E+00
84165.6073	2.347632E-01	2.473439E-01
84166.0956	2.401088E-02	2.439196E-01
84166.5838	1.263959E-03	-1.828927E-01
84167.0721	4.155984E-04	-1.835245E-01
84167.5603	8.997249E-03	8.860598E-02
84168.0486	1.083666E-01	-1.080041E-02
84168.5368	6.671626E-01	8.822054E-01
84169.0251	2.097931E+00	1.766562E+00
84169.5133	3.375399E+00	3.753124E+00
84170.0016	2.786955E+00	2.986567E+00
84170.4898	1.184960E+00	8.851731E-01
84170.9781	3.511911E-01	2.671163E-01
84171.4663	8.302892E-01	8.002540E-01
84171.9546	3.493762E+00	3.488677E+00
84172.4428	7.991244E+00	7.948085E+00
84172.9311	9.715437E+00	1.005843E+01
84173.4193	6.316623E+00	6.334350E+00
84173.9076	2.293853E+00	2.285108E+00
84174.3958	1.110299E+00	9.769296E-01
84174.8841	2.075974E+00	2.138680E+00
84175.3724	2.952816E+00	3.047386E+00
84175.8606	2.190594E+00	2.261545E+00
84176.3489	8.326725E-01	8.201190E-01
84176.8371	1.617312E-01	1.710802E-01
84177.3254	1.605586E-02	1.083670E-01
84177.8136	8.152458E-04	-2.587346E-01
84178.3019	2.244766E-05	-1.917525E-01
84178.7901	7.502131E-05	-2.860486E-01
84179.2784	2.245866E-03	-3.011072E-01
84179.7666	3.452544E-02	1.833349E-01
84180.2549	2.714516E-01	4.989926E-01
84180.7431	1.090851E+00	9.763569E-01
84181.2314	2.241511E+00	2.305668E+00
84181.7196	2.360594E+00	2.761357E+00
84182.2079	1.274487E+00	1.452652E+00
84182.6961	3.519448E-01	1.885932E-01
84183.1844	4.967131E-02	1.928006E-01
84183.6726	3.585059E-03	-1.469746E-01
84184.1609	1.323776E-04	4.372729E-02
84184.6491	2.953828E-06	1.145146E-01
84185.1374	3.023734E-05	2.193911E-01
84185.6256	1.030678E-03	-3.347366E-01
84186.1139	1.798995E-02	3.048583E-01
84186.6021	1.606337E-01	3.976242E-01
84187.0904	7.333644E-01	6.021939E-01
84187.5787	1.711969E+00	1.845951E+00
84188.0669	2.047083E+00	2.168383E+00
84188.5552	1.254861E+00	1.457468E+00
84189.0434	3.936379E-01	2.215459E-01
84189.5317	6.312482E-02	2.931190E-01
84190.0199	5.177208E-03	-7.207040E-04
84190.5082	2.172421E-04	-1.405394E-01
84190.9964	4.666746E-06	-3.137321E-01
84191.4847	3.830005E-07	-4.286209E-01
84191.9729	2.245035E-05	1.862260E-01
84192.4612	7.774077E-04	-3.678590E-01
84192.9494	1.377559E-02	-5.846039E-02
84193.4377	1.248932E-01	1.651047E-01
84193.9259	5.791021E-01	2.065079E-02
84194.4142	1.373284E+00	1.651934E+00
84194.9024	1.667904E+00	1.549088E+00
84195.3907	1.038244E+00	8.655114E-01
84195.8789	3.307679E-01	5.738813E-01
84196.3672	5.388530E-02	3.835590E-02
84196.8554	4.490448E-03	-1.545278E-01
84197.3437	1.914763E-04	1.920117E-02
84197.8319	4.178132E-06	1.356186E-01
84198.3202	5.773195E-08	4.870428E-02
84198.8084	1.168042E-06	-1.696388E-01
84199.2967	6.299432E-05	-1.938934E-01
84199.7850	1.739232E-03	5.786418E-03
84200.2732	2.458414E-02	4.575891E-01
84200.7615	1.782393E-01	-1.444438E-01
84201.2497	6.710773E-01	4.525028E-01
84201.7380	1.412386E+00	1.457839E+00
84202.2262	2.238742E+00	2.481972E+00
84202.7145	3.832951E+00	3.680656E+00
84203.2027	5.436919E+00	5.429031E+00
84203.6910	5.086889E+00	5.258953E+00
84204.1792	4.393001E+00	4.313789E+00
84204.6675	4.607059E+00	4.435912E+00
84205.1557	4.188949E+00	4.024952E+00
84205.6440	4.249601E+00	4.546201E+00
84206.1322	5.385675E+00	5.755833E+00
84206.6205	4.679444E+00	4.636662E+00
84207.1087	2.180171E+00	2.144272E+00
84207.5970	5.219625E-01	6.855216E-01
84208.0852	6.387242E-02	-1.829569E-01
84208.5735	3.998065E-03	-5.476661E-02
84209.0617	1.280779E-04	-1.995769E-01
84209.5500	2.372629E-06	-1.335496E-01
84210.0382	2.234426E-05	-1.584461E-01
84210.5265	9.356526E-04	3.648148E-01
84211.0147	2.007047E-02	1.811797E-01
84211.5030	2.203092E-01	4.890676E-01
84211.9913	1.236159E+00	1.462990E+00
84212.4795	3.542638E+00	3.627959E+00
84212.9678	5.202516E+00	5.044073E+00
84213.4560	3.930405E+00	3.889862E+00
84213.9443	1.522854E+00	1.620743E+00
84214.4325	3.014150E-01	6.878792E-01
84214.9208	3.048869E-02	-1.977648E-01
84215.4090	1.577976E-03	3.415465E-02
84215.8973	4.180292E-05	-1.503479E-02
84216.3855	5.668612E-07	1.258922E-01
84216.8738	3.934716E-09	-1.186658E-01
84217.3620	1.397100E-11	9.582767E-02
84217.8503	3.295048E-14	8.990577E-02
84218.3385	0.000000E+00	4.800008E-01
84218.8268	0.000000E+00	-2.699806E-01
84219.3150	0.000000E+00	-1.334086E-01
84219.8033	0.000000E+00	2.470861E-01
84220.2915	0.000000E+00	-1.424141E-01
84220.7798	0.000000E+00	-2.492828E-02
84221.2680	0.000000E+00	-2.136239E-02
84221.7563	0.000000E+00	2.253670E-03
84222.2445	0.000000E+00	2.208352E-01
84222.7328	0.000000E+00	-1.526809E-01
84223.2210	0.000000E+00	3.581581E-01
84223.7093	0.000000E+00	1.123597E-01
84224.1976	0.000000E+00	7.686177E-02
84224.6858	0.000000E+00	4.553459E-01
84225.1741	0.000000E+00	-1.306215E-01
84225.6623	0.000000E+00	2.756530E-01
84226.1506	0.000000E+00	-2.389532E-01
84226.6388	0.000000E+00	3.164422E-01
84227.1271	0.000000E+00	-2.806403E-01
84227.6153	0.000000E+00	-2.761436E-02
84228.1036	0.000000E+00	-3.049692E-01
84228.5918	0.000000E+00	3.184207E-01
84229.0801	0.000000E+00	-1.493411E-01
84229.5683	0.000000E+00	-8.067555E-03
84230.0566	0.000000E+00	-3.882556E-01
84230.5448	0.000000E+00	-2.407120E-02
84231.0331	0.000000E+00	-1.638715E-01
84231.5213	0.000000E+00	2.176519E-01
84232.0096	0.000000E+00	-4.333632E-02
84232.4978	1.647523E-13	1.709778E-01
84232.9861	3.914515E-11	1.606195E-01
84233.4743	5.067484E-09	-1.596711E-02
84233.9626	3.358136E-07	7.913090E-02
84234.4508	1.139550E-05	8.788866E-02
84234.9391	1.980147E-04	3.308114E-01
84235.4273	1.761933E-03	-1.519509E-02
84235.9156	8.027991E-03	-4.337306E-02
84236.4039	1.873053E-02	2.194932E-01
84236.8921	2.237831E-02	-4.719165E-02
84237.3804	1.369124E-02	3.227211E-02
84237.8686	4.289310E-03	-1.434892E-01
84238.3569	6.881086E-04	2.290294E-01
84238.8451	5.652665E-05	-1.173818E-01
84239.3334	2.377815E-06	-4.065060E-02
84239.8216	5.121907E-08	4.202098E-02
84240.3099	5.649684E-10	6.121294E-02
84240.7981	3.196194E-12	-4.228277E-02
84241.2864	0.000000E+00	-1.172654E-01
84241.7746	0.000000E+00	1.062382E-01
84242.2629	0.000000E+00	1.861287E-01
84242.7511	0.000000E+00	1.695152E-01
84243.2394	0.000000E+00	-7.463465E-02
84243.7276	0.000000E+00	-1.893309E-01
84244.2159	0.000000E+00	-3.421825E-01
84244.7041	0.000000E+00	3.904007E-02
84245.1924	0.000000E+00	1.722899E-02
84245.6806	0.000000E+00	-3.838150E-02
84246.1689	0.000000E+00	-4.370386E-01
84246.6571	0.000000E+00	-2.955635E-01
84247.1454	0.000000E+00	-1.449516E-02
84247.6336	0.000000E+00	9.304099E-02
84248.1219	0.000000E+00	-2.733238E-01
84248.6102	0.000000E+00	1.497338E-01
84249.0984	0.000000E+00	-2.623074E-02
84249.5867	0.000000E+00	2.528429E-02
84250.0749	3.295044E-14	-1.796741E-01
84250.5632	1.489360E-11	-4.366126E-01
84251.0514	2.324785E-09	3.717972E-02
84251.5397	1.865198E-07	-2.046562E-01
84252.0279	7.753428E-06	6.430803E-02
84252.5162	1.712914E-04	2.993526E-01
84253.0044	2.158918E-03	-6.268849E-02
84253.4927	1.780909E-02	-1.187042E-01
84253.9809	1.064887E-01	6.759821E-02
84254.4692	4.270857E-01	6.029374E-01
84254.9574	9.952394E-01	6.582240E-01
84255.4457	1.242707E+00	1.039196E+00
84255.9339	8.069284E-01	6.817747E-01
84256.4222	2.695653E-01	3.808516E-01
84256.9104	4.616006E-02	-2.769074E-01
84257.3987	4.049074E-03	-1.908530E-01
84257.8869	1.819377E-04	2.223944E-01
84258.3752	4.187535E-06	2.032963E-01
84258.8634	4.936916E-08	1.421878E-01
84259.3517	2.981355E-10	-3.295176E-02
84259.8400	9.226119E-13	4.531544E-01
84260.3282	0.000000E+00	8.733212E-02
84260.8165	0.000000E+00	1.427324E-02
84261.3047	0.000000E+00	3.224757E-02
84261.7930	0.000000E+00	-6.551891E-02
84262.2812	0.000000E+00	4.357976E-02
84262.7695	0.000000E+00	-2.101840E-01
84263.2577	0.000000E+00	1.117441E-01
84263.7460	0.000000E+00	-1.579614E-02
84264.2342	0.000000E+00	1.526106E-01
84264.7225	0.000000E+00	-1.023262E-01
84265.2107	0.000000E+00	1.095387E-01
84265.6990	0.000000E+00	-2.730581E-01
84266.1872	0.000000E+00	-2.186532E-02
84266.6755	0.000000E+00	2.794310E-01
84267.1637	0.000000E+00	-1.332023E-01
84267.6520	0.000000E+00	-1.103921E-01
84268.1402	0.000000E+00	1.503548E-01
84268.6285	0.000000E+00	2.932143E-02
84269.1167	0.000000E+00	-7.468048E-02
84269.6050	0.000000E+00	-7.995584E-02
84270.0932	0.000000E+00	-9.439675E-02
84270.5815	0.000000E+00	-1.758673E-01
84271.0697	0.000000E+00	-6.849267E-02
84271.5580	0.000000E+00	2.998262E-02
84272.0463	0.000000E+00	-1.472931E-02
84272.5345	0.000000E+00	-1.485984E-01
84273.0228	0.000000E+00	3.528175E-02
84273.5110	0.000000E+00	-3.576826E-02
84273.9993	0.000000E+00	3.138240E-02
84274.4875	0.000000E+00	-1.565154E-01
84274.9758	0.000000E+00	1.145691E-01
84275.4640	0.000000E+00	3.884370E-02
84275.9523	0.000000E+00	-8.928317E-02
84276.4405	0.000000E+00	-6.846792E-02
84276.9288	0.000000E+00	-9.370740E-02
84277.4170	0.000000E+00	-5.238727E-02
84277.9053	0.000000E+00	-2.385722E-01
84278.3935	0.000000E+00	8.652046E-02
84278.8818	0.000000E+00	5.638412E-01
84279.3700	0.000000E+00	8.266496E-03
84279.8583	0.000000E+00	1.716954E-01
84280.3465	0.000000E+00	-1.459606E-01
84280.8348	0.000000E+00	1.512948E-01
84281.3230	0.000000E+00	-1.473852E-01
84281.8113	0.000000E+00	-3.693391E-02
84282.2995	0.000000E+00	4.296666E-02
84282.7878	0.000000E+00	4.963798E-02
84283.2760	0.000000E+00	-1.525304E-01
84283.7643	0.000000E+00	4.358869E-01
84284.2526	0.000000E+00	-2.170225E-01
84284.7408	0.000000E+00	-9.628440E-02
84285.2291	0.000000E+00	-5.766098E-03
84285.7173	0.000000E+00	1.749248E-01
84286.2056	0.000000E+00	6.843280E-02
84286.6938	0.000000E+00	8.755117E-02
84287.1821	0.000000E+00	2.043517E-01
84287.6703	0.000000E+00	-1.579609E-01
84288.1586	0.000000E+00	-1.118914E-01
84288.6468	0.000000E+00	2.309496E-01
84289.1351	0.000000E+00	-6.532970E-02
84289.6233	0.000000E+00	-5.163866E-03
84290.1116	0.000000E+00	1.385904E-01
84290.5998	0.000000E+00	2.039080E-01
84291.0881	0.000000E+00	-2.550140E-02
84291.5763	0.000000E+00	1.627667E-01
84292.0646	0.000000E+00	-3.849303E-01
84292.5528	0.000000E+00	5.954869E-03
84293.0411	0.000000E+00	-2.082679E-01
84293.5293	0.000000E+00	-1.462435E-01
84294.0176	0.000000E+00	-2.938663E-01
84294.5058	0.000000E+00	-1.237797E-02
84294.9941	0.000000E+00	1.324855E-01
84295.4823	0.000000E+00	-2.933589E-01
84295.9706	0.000000E+00	2.724512E-01
84296.4589	0.000000E+00	1.071362E-01
84296.9471	0.000000E+00	-1.843601E-01
84297.4354	0.000000E+00	1.804915E-01
84297.9236	0.000000E+00	1.790404E-01
84298.4119	0.000000E+00	-4.707318E-01
84298.9001	0.000000E+00	2.632159E-01
84299.3884	0.000000E+00	1.184128E-02
84299.8766	0.000000E+00	-1.099936E-01
84300.3649	0.000000E+00	1.376300E-01
84300.8531	0.000000E+00	-2.813354E-01
84301.3414	0.000000E+00	-2.099075E-01
84301.8296	0.000000E+00	-2.852982E-02
84302.3179	0.000000E+00	6.855594E-02
84302.8061	0.000000E+00	7.866106E-02
84303.2944	0.000000E+00	-1.164468E-02
84303.7826	0.000000E+00	-7.212495E-02
84304.2709	0.000000E+00	-8.252648E-02
84304.7591	0.000000E+00	2.198146E-01
84305.2474	0.000000E+00	-6.782326E-02
84305.7356	0.000000E+00	1.338822E-01
84306.2239	0.000000E+00	2.349307E-01
84306.7121	0.000000E+00	-1.829745E-01
84307.2004	0.000000E+00	-3.640926E-02
84307.6886	0.000000E+00	2.479897E-01
84308.1769	0.000000E+00	-2.220348E-02
84308.6652	0.000000E+00	-2.827914E-02
84309.1534	0.000000E+00	-7.876959E-02
84309.6417	0.000000E+00	9.245306E-02
84310.1299	0.000000E+00	3.114753E-01
84310.6182	0.000000E+00	2.879167E-01
84311.1064	0.000000E+00	-2.422405E-01
84311.5947	0.000000E+00	-2.215123E-01
84312.0829	0.000000E+00	-2.202338E-01
84312.5712	0.000000E+00	1.743009E-01
84313.0594	0.000000E+00	-9.532360E-02
84313.5477	0.000000E+00	-4.645899E-02
84314.0359	0.000000E+00	-5.796769E-01
84314.5242	0.000000E+00	-1.522424E-01
84315.0124	0.000000E+00	-2.576873E-01
84315.5007	0.000000E+00	-1.503260E-01
84315.9889	0.000000E+00	-2.353735E-02
84316.4772	0.000000E+00	-1.524868E-01
84316.9654	0.000000E+00	-2.079757E-01
84317.4537	0.000000E+00	6.055073E-02
84317.9419	0.000000E+00	6.574884E-02
84318.4302	0.000000E+00	-2.352622E-02
84318.9184	0.000000E+00	3.042182E-01
84319.4067	0.000000E+00	-1.645851E-01
84319.8949	0.000000E+00	-5.164522E-02
84320.3832	0.000000E+00	1.872220E-01
84320.8715	0.000000E+00	-2.804656E-01
84321.3597	0.000000E+00	-2.206678E-01
84321.8480	0.000000E+00	-4.023347E-01
84322.3362	0.000000E+00	4.078132E-01
84322.8245	0.000000E+00	-6.818306E-02
84323.3127	0.000000E+00	-3.521391E-01
84323.8010	0.000000E+00	1.640208E-04
84324.2892	0.000000E+00	5.230546E-02
84324.7775	0.000000E+00	1.093774E-01
84325.2657	0.000000E+00	5.087791E-02
84325.7540	0.000000E+00	1.150329E-01
84326.2422	0.000000E+00	2.100364E-02
84326.7305	0.000000E+00	-8.044292E-03
84327.2187	0.000000E+00	1.077986E-02
84327.7070	0.000000E+00	-9.352896E-02
84328.1952	0.000000E+00	-7.362514E-02
84328.6835	0.000000E+00	8.537297E-02
84329.1717	0.000000E+00	5.022776E-02
84329.6600	0.000000E+00	2.633937E-01
84330.1482	0.000000E+00	-1.984948E-01
84330.6365	0.000000E+00	-1.761484E-01
84331.1247	0.000000E+00	-8.954989E-02
84331.6130	0.000000E+00	1.230280E-01
84332.1012	0.000000E+00	7.283619E-02
84332.5895	0.000000E+00	-1.993660E-01
84333.0778	0.000000E+00	-2.061954E-01
84333.5660	0.000000E+00	1.042810E-01
84334.0543	0.000000E+00	2.157090E-01
84334.5425	0.000000E+00	9.228885E-02
84335.0308	0.000000E+00	-4.362808E-02
84335.5190	0.000000E+00	-1.274743E-01
84336.0073	0.000000E+00	1.572148E-01
84336.4955	0.000000E+00	1.481596E-01
84336.9838	0.000000E+00	2.287108E-01
84337.4720	0.000000E+00	2.179332E-03
84337.9603	0.000000E+00	5.406103E-03
84338.4485	0.000000E+00	-1.289897E-01
84338.9368	0.000000E+00	2.395359E-02
84339.4250	0.000000E+00	6.325309E-02
84339.9133	0.000000E+00	-1.537743E-01
84340.4015	0.000000E+00	-4.971897E-02
84340.8898	0.000000E+00	5.056272E-01
84341.3780	0.000000E+00	-1.099764E-02
84341.8663	0.000000E+00	-1.260622E-01
84342.3545	0.000000E+00	-2.267631E-01
84342.8428	0.000000E+00	1.188916E-01
84343.3310	0.000000E+00	-3.067937E-01
84343.8193	0.000000E+00	-1.958967E-01
84344.3075	0.000000E+00	-1.982846E-02
84344.7958	0.000000E+00	2.123135E-01
84345.2841	0.000000E+00	3.444991E-01
84345.7723	0.000000E+00	-3.975666E-01
84346.2606	0.000000E+00	2.558170E-01
84346.7488	0.000000E+00	-2.964389E-01
84347.2371	0.000000E+00	-1.755845E-01
84347.7253	0.000000E+00	2.849596E-01
84348.2136	0.000000E+00	-1.795950E-01
84348.7018	0.000000E+00	-1.302889E-01
84349.1901	0.000000E+00	9.930481E-02
84349.6783	0.000000E+00	2.130803E-01
84350.1666	0.000000E+00	2.416630E-01
84350.6548	0.000000E+00	-2.274020E-01
84351.1431	0.000000E+00	-5.841716E-02
84351.6313	0.000000E+00	-3.588665E-01
84352.1196	0.000000E+00	3.543413E-02
84352.6078	0.000000E+00	-3.049674E-02
84353.0961	0.000000E+00	-3.886913E-02
84353.5843	0.000000E+00	-1.917072E-01
84354.0726	0.000000E+00	-1.233548E-01
84354.5608	0.000000E+00	2.204848E-01
84355.0491	0.000000E+00	-1.828268E-01
84355.5373	0.000000E+00	2.974200E-01
84356.0256	0.000000E+00	-1.093532E-01
84356.5138	0.000000E+00	-4.391419E-01
