#frequency	noise-free	noisy
348736.0180	2.825142E+00	7.486201E+00
348736.4182	4.457355E+00	1.962611E+00
348736.8184	6.740516E+00	8.898370E+00
348737.2186	9.767578E+00	6.750866E+00
348737.6188	1.356168E+01	1.377322E+01
348738.0190	1.804340E+01	2.273722E+01
348738.4192	2.301239E+01	2.077963E+01
348738.8194	2.815323E+01	2.809967E+01
348739.2196	3.306797E+01	3.384902E+01
348739.6198	3.732938E+01	3.726424E+01
348740.0200	4.054186E+01	4.524757E+01
348740.4202	4.239683E+01	4.381920E+01
348740.8204	4.271333E+01	3.963290E+01
348741.2206	4.146034E+01	3.609058E+01
348741.6208	3.876044E+01	3.781978E+01
348742.0210	3.487504E+01	3.676974E+01
348742.4212	3.017085E+01	2.933782E+01
348742.8214	2.506974E+01	2.571958E+01
348743.2216	1.998851E+01	2.519581E+01
348743.6218	1.528090E+01	1.633338E+01
348744.0220	1.119554E+01	1.229209E+01
348744.4222	7.859221E+00	4.983555E+00
348744.8224	5.286463E+00	5.067902E+00
348745.2226	3.407884E+00	5.043467E+00
348745.6228	2.105996E+00	-1.341567E+00
348746.0230	1.247987E+00	5.057712E+00
348746.4232	7.093470E-01	-2.562434E+00
348746.8234	3.868100E-01	3.494648E+00
348747.2236	2.023941E-01	-2.076390E+00
348747.6238	1.016268E-01	5.734330E-01
348748.0240	4.897351E-02	-5.591880E-02
348748.4242	2.265041E-02	3.688878E-01
348748.8244	1.005459E-02	-5.389931E+00
348749.2246	4.283826E-03	-2.120211E+00
348749.6248	1.751791E-03	9.119412E-01
348750.0250	6.875699E-04	-2.853896E+00
348750.4252	2.590220E-04	2.951322E+00
348750.8254	9.365733E-05	1.671612E+00
348751.2256	3.250367E-05	1.681254E+00
348751.6258	1.082702E-05	1.919916E+00
348752.0260	3.461551E-06	-2.271451E+00
348752.4262	1.062229E-06	8.807658E-01
348752.8264	3.128610E-07	-2.666266E+00
348753.2266	8.844439E-08	-1.111018E+00
348753.6268	2.399798E-08	6.181128E-01
348754.0270	6.249778E-09	-2.222217E+00
348754.4272	1.562203E-09	-4.292406E-01
348754.8274	3.747999E-10	1.474277E+00
348755.2276	8.632096E-11	5.006247E+00
348755.6278	1.907808E-11	-8.472976E-01
348756.0280	4.051745E-12	-5.967757E-01
348756.4282	8.318152E-13	-9.496656E-01
348756.8284	1.609965E-13	3.375792E+00
348757.2286	2.683275E-14	-1.252211E+00
348757.6288	0.000000E+00	-1.691541E-01
348758.0290	0.000000E+00	2.089254E+00
348758.4292	0.000000E+00	-1.705137E+00
348758.8294	0.000000E+00	3.799010E+00
348759.2296	0.000000E+00	-1.204053E+00
348759.6298	0.000000E+00	1.263197E+00
348760.0300	0.000000E+00	-6.858653E-01
348760.4302	0.000000E+00	-1.675165E+00
348760.8304	0.000000E+00	8.507716E-01
348761.2306	0.000000E+00	-9.275504E-01
348761.6308	0.000000E+00	2.515321E+00
348762.0310	0.000000E+00	5.775549E-01
348762.4312	0.000000E+00	-1.534500E-01
348762.8314	0.000000E+00	-5.087723E-01
348763.2316	0.000000E+00	-1.266551E+00
348763.6318	0.000000E+00	-4.045424E-01
348764.0320	0.000000E+00	2.304133E+00
348764.4322	0.000000E+00	2.180182E+00
348764.8324	0.000000E+00	3.035672E+00
348765.2326	0.000000E+00	-1.602474E+00
348765.6328	0.000000E+00	-8.536138E-01
348766.0330	0.000000E+00	-6.902179E-01
348766.4332	0.000000E+00	5.590735E+00
348766.8334	0.000000E+00	5.252721E+00
348767.2336	0.000000E+00	-2.488665E+00
348767.6338	0.000000E+00	-4.499896E-01
348768.0340	0.000000E+00	-3.278955E+00
348768.4342	5.366543E-14	2.456657E+00
348768.8344	3.219926E-13	-1.150313E+00
348769.2346	1.636796E-12	-1.581524E+00
348769.6348	7.835152E-12	-3.442693E+00
348770.0350	3.560701E-11	-1.547841E+00
348770.4352	1.555492E-10	-4.475638E+00
348770.8354	6.523032E-10	2.590008E+00
348771.2356	2.625500E-09	2.950983E+00
348771.6358	1.014279E-08	-1.963785E+00
348772.0360	3.760910E-08	1.184580E-01
348772.4362	1.338500E-07	-7.061153E-01
348772.8364	4.572292E-07	-3.273513E+00
348773.2366	1.499131E-06	1.257978E+00
348773.6368	4.717755E-06	-3.071854E+00
348774.0370	1.425021E-05	-2.407090E+00
348774.4372	4.131400E-05	3.109253E+00
348774.8374	1.149644E-04	-7.137234E-01
348775.2376	3.070574E-04	-3.487644E+00
348775.6378	7.871645E-04	1.264453E+00
348776.0380	1.936872E-03	-1.485655E+00
348776.4382	4.574307E-03	2.291046E+00
348776.8384	1.036900E-02	-3.028835E+00
348777.2386	2.255967E-02	-6.824589E-02
348777.6388	4.710942E-02	4.758686E+00
348778.0390	9.441748E-02	8.651206E-02
348778.4392	1.816148E-01	-2.600669E-01
348778.8394	3.352591E-01	1.765146E+00
348779.2396	5.938890E-01	4.524368E+00
348779.6398	1.009435E+00	2.558841E-01
348780.0400	1.646045E+00	4.676635E+00
348780.4402	2.574715E+00	2.354461E+00
348780.8404	3.862576E+00	5.635447E+00
348781.2406	5.556965E+00	4.682959E+00
348781.6408	7.666485E+00	2.994733E+00
348782.0410	1.014351E+01	6.209338E+00
348782.4412	1.287396E+01	1.097192E+01
348782.8414	1.567938E+01	1.739349E+01
348783.2416	1.833384E+01	1.610843E+01
348783.6418	2.059328E+01	2.047992E+01
348784.0420	2.223178E+01	2.030744E+01
348784.4422	2.307699E+01	2.690639E+01
348784.8424	2.303758E+01	2.509815E+01
348785.2426	2.211784E+01	2.175946E+01
348785.6428	2.041701E+01	1.982453E+01
348786.0430	1.811339E+01	1.734931E+01
348786.4432	1.543595E+01	1.244910E+01
348786.8434	1.262858E+01	1.043336E+01
348787.2436	9.914077E+00	1.303960E+01
348787.6438	7.465696E+00	8.794429E+00
348788.0440	5.391584E+00	5.843966E+00
348788.4442	3.733877E+00	6.393594E+00
348788.8444	2.479817E+00	4.699278E+00
348789.2446	1.579595E+00	1.216256E+00
348789.6448	9.651733E-01	-2.857637E+00
348790.0450	5.658210E-01	-1.322618E+00
348790.4452	3.183483E-01	1.749954E+00
348790.8454	1.720784E-01	5.002299E+00
348791.2456	8.979826E-02	-2.178170E+00
348791.6458	4.634696E-02	1.382256E+00
348792.0460	2.633217E-02	-1.905602E+00
348792.4462	2.208492E-02	1.580206E+00
348792.8464	3.259191E-02	-1.180823E+00
348793.2466	6.391127E-02	2.977525E-01
348793.6468	1.314717E-01	1.299855E+00
348794.0470	2.645781E-01	3.891339E-01
348794.4472	5.132395E-01	2.066599E+00
348794.8474	9.569167E-01	2.325934E-02
348795.2476	1.713794E+00	3.488674E+00
348795.6478	2.947726E+00	1.985974E+00
348796.0480	4.868378E+00	3.957634E+00
348796.4482	7.719054E+00	4.627104E+00
348796.8484	1.174747E+01	1.456124E+01
348797.2486	1.715861E+01	1.816623E+01
348797.6488	2.405590E+01	2.092523E+01
348798.0490	3.238540E+01	3.216631E+01
348798.4492	4.190267E+01	4.085886E+01
348798.8494	5.217861E+01	5.083733E+01
348799.2496	6.264820E+01	6.564714E+01
348799.6498	7.268867E+01	7.351791E+01
348800.0500	8.170284E+01	7.595357E+01
348800.4502	8.918350E+01	8.346996E+01
348800.8504	9.474663E+01	9.343920E+01
348801.2506	9.813539E+01	1.010539E+02
348801.6508	9.920740E+01	1.010658E+02
348802.0510	9.791992E+01	9.938905E+01
348802.4512	9.432411E+01	9.118541E+01
348802.8514	8.857195E+01	8.923595E+01
348803.2516	8.093147E+01	8.196407E+01
348803.6518	7.179860E+01	7.246065E+01
348804.0520	6.169092E+01	6.220216E+01
348804.4522	5.121144E+01	5.228810E+01
348804.8524	4.098159E+01	4.678567E+01
348805.2526	3.155718E+01	3.358602E+01
348805.6528	2.335189E+01	2.484343E+01
348806.0530	1.659219E+01	2.062928E+01
348806.4532	1.131547E+01	1.525093E+01
348806.8534	7.406200E+00	5.225619E+00
348807.2536	4.652877E+00	3.292188E+00
348807.6538	2.806306E+00	8.018821E-01
348808.0540	1.625250E+00	-4.962293E-01
348808.4542	9.039473E-01	3.807731E-01
348808.8544	4.828886E-01	2.351550E+00
348809.2546	2.477784E-01	1.340510E+00
348809.6548	1.221393E-01	-1.638197E+00
348810.0550	5.786956E-02	-4.506719E+00
348810.4552	2.640524E-02	4.547163E+00
348810.8554	1.168290E-02	1.387434E+00
348811.2556	5.128751E-03	7.488313E-01
348811.6558	2.391595E-03	-3.158861E+00
348812.0560	1.367369E-03	-3.106902E+00
348812.4562	1.082739E-03	1.802491E+00
348812.8564	1.102636E-03	-3.799767E+00
348813.2566	1.234439E-03	9.777572E-01
348813.6568	1.389336E-03	-1.529560E+00
348814.0570	1.521995E-03	1.730637E-02
348814.4572	1.606860E-03	-2.871903E+00
348814.8574	1.630216E-03	-2.661196E+00
348815.2576	1.588035E-03	3.128738E+00
348815.6578	1.485060E-03	-1.812275E+00
348816.0580	1.333414E-03	-9.759513E-01
348816.4582	1.150488E-03	-9.705326E-01
348816.8584	9.569377E-04	6.142181E-01
348817.2586	7.764918E-04	1.669527E+00
348817.6588	6.407915E-04	-4.540240E+00
348818.0590	6.055056E-04	-6.857509E-01
348818.4592	7.903497E-04	2.655499E-01
348818.8594	1.467981E-03	-5.343679E+00
348819.2596	3.248393E-03	-1.458875E+00
348819.6598	7.439432E-03	4.078718E+00
348820.0600	1.671038E-02	3.610347E+00
348820.4602	3.623655E-02	1.608397E+00
348820.8604	7.553590E-02	1.208396E+00
348821.2606	1.511814E-01	4.002418E+00
348821.6608	2.904202E-01	2.131464E+00
348822.0610	5.353860E-01	1.694166E+00
348822.4612	9.470099E-01	-3.686897E+00
348822.8614	1.606988E+00	5.131452E-01
348823.2616	2.615461E+00	2.790344E+00
348823.6618	4.081863E+00	8.889482E+00
348824.0620	6.107222E+00	6.924774E+00
348824.4622	8.758523E+00	6.527291E+00
348824.8624	1.203926E+01	9.244335E+00
348825.2626	1.586391E+01	1.180184E+01
348825.6628	2.004562E+01	1.732069E+01
348826.0630	2.430437E+01	2.590225E+01
348826.4632	2.829705E+01	2.914547E+01
348826.8634	3.166382E+01	3.215014E+01
348827.2636	3.408045E+01	3.215633E+01
348827.6638	3.530545E+01	3.664836E+01
348828.0640	3.521423E+01	3.392214E+01
348828.4642	3.381610E+01	3.056538E+01
348828.8644	3.125305E+01	3.287488E+01
348829.2646	2.778025E+01	2.967374E+01
348829.6648	2.372980E+01	2.656740E+01
348830.0650	1.946232E+01	1.619331E+01
348830.4652	1.531476E+01	1.643897E+01
348830.8654	1.155572E+01	9.633783E+00
348831.2656	8.358180E+00	1.201042E+01
348831.6658	5.794376E+00	7.797825E+00
348832.0660	3.850447E+00	3.474365E+00
348832.4662	2.453033E+00	3.471338E+00
348832.8664	1.498594E+00	-3.564640E-02
348833.2666	8.781239E-01	-1.499795E+00
348833.6668	4.936379E-01	-1.087177E+00
348834.0670	2.662650E-01	3.999627E+00
348834.4672	1.378241E-01	-5.506031E+00
348834.8674	6.846640E-02	1.068559E+00
348835.2676	3.264332E-02	-6.852205E-01
348835.6678	1.493789E-02	-7.479210E-01
348836.0680	6.561007E-03	-1.698618E+00
348836.4682	2.765936E-03	-3.750161E-03
348836.8684	1.119197E-03	-2.242193E+00
348837.2686	4.346779E-04	2.257158E+00
348837.6688	1.620495E-04	-1.966888E+00
348838.0690	5.801685E-05	-2.132192E-01
348838.4692	2.003595E-05	1.234278E+00
348838.8694	6.945658E-06	1.616675E+00
348839.2696	3.202581E-06	-2.525575E-01
348839.6698	3.815023E-06	5.436504E+00
348840.0700	8.828520E-06	-3.864307E-02
348840.4702	2.257749E-05	-6.542936E-01
348840.8704	5.635642E-05	3.802856E-01
348841.2706	1.352777E-04	1.359612E+00
348841.6708	3.117707E-04	-3.333460E+00
348842.0710	6.897939E-04	-9.420568E-02
348842.4712	1.465233E-03	3.351814E+00
348842.8714	2.988497E-03	2.428605E+00
348843.2716	5.853875E-03	3.202585E-01
348843.6718	1.101564E-02	2.824105E+00
348844.0720	1.992282E-02	-8.617634E-01
348844.4722	3.465527E-02	-3.388982E-02
348844.8724	5.803902E-02	9.063569E-01
348845.2726	9.373043E-02	1.126991E+00
348845.6728	1.462995E-01	3.982320E+00
348846.0730	2.214238E-01	4.428924E+00
348846.4732	3.264176E-01	3.952847E+00
348846.8734	4.714378E-01	-2.701485E+00
348847.2736	6.717469E-01	5.853945E+00
348847.6738	9.512797E-01	2.733205E+00
348848.0740	1.347344E+00	-1.401130E-01
348848.4742	1.915541E+00	3.176462E+00
348848.8744	2.733013E+00	1.015187E+00
348849.2746	3.897219E+00	3.944804E+00
348849.6748	5.517165E+00	6.583300E+00
348850.0750	7.694991E+00	1.324016E+01
348850.4752	1.049853E+01	9.649441E+00
348850.8754	1.392957E+01	1.352305E+01
348851.2756	1.789647E+01	1.598418E+01
348851.6758	2.220151E+01	2.078612E+01
348852.0760	2.655063E+01	3.030781E+01
348852.4762	3.058642E+01	2.809320E+01
348852.8764	3.393788E+01	3.728118E+01
348853.2766	3.627517E+01	3.945161E+01
348853.6768	3.735790E+01	3.556946E+01
348854.0770	3.706906E+01	3.713393E+01
348854.4772	3.543105E+01	3.472451E+01
348854.8774	3.260288E+01	2.652367E+01
348855.2776	2.885873E+01	2.374103E+01
348855.6778	2.454941E+01	1.896647E+01
348856.0780	2.005134E+01	1.893134E+01
348856.4782	1.571222E+01	1.596389E+01
348856.8784	1.180513E+01	1.048731E+01
348857.2786	8.501579E+00	7.137122E+00
348857.6788	5.867878E+00	3.167125E+00
348858.0790	3.881963E+00	7.637356E+00
348858.4792	2.462046E+00	1.047763E+00
348858.8794	1.497346E+00	4.574841E+00
348859.2796	8.734474E-01	1.375248E+00
348859.6798	4.888015E-01	2.238469E+00
348860.0800	2.624721E-01	6.808090E-01
348860.4802	1.352515E-01	-9.337341E-01
348860.8804	6.688753E-02	2.050426E+00
348861.2806	3.174796E-02	-2.120058E+00
348861.6808	1.446331E-02	1.323283E+00
348862.0810	6.324243E-03	1.211185E+00
348862.4812	2.654255E-03	5.113121E+00
348862.8814	1.069232E-03	-8.576711E-01
348863.2816	4.134261E-04	-8.565635E-01
348863.6818	1.534336E-04	-2.169209E+00
348864.0820	5.465629E-05	-3.079636E+00
348864.4822	1.868775E-05	-1.355710E+00
348864.8824	6.132971E-06	4.771506E-01
348865.2826	1.931888E-06	-1.234348E+00
348865.6828	5.841043E-07	1.755986E-01
348866.0830	1.695102E-07	-3.740611E-02
348866.4832	4.721701E-08	1.732714E+00
348866.8834	1.262403E-08	3.242774E+00
348867.2836	3.239645E-09	1.004968E+00
348867.6838	7.979707E-10	-9.083213E-01
348868.0840	1.886591E-10	-1.852057E+00
348868.4842	4.282461E-11	-1.863133E+00
348868.8844	9.337697E-12	3.481629E+00
348869.2846	1.958770E-12	3.269548E+00
348869.6848	4.024869E-13	-1.438869E-01
348870.0850	8.049738E-14	-3.888487E-01
348870.4852	2.683246E-14	5.428501E-02
348870.8854	0.000000E+00	1.107964E+00
348871.2856	0.000000E+00	6.626753E-01
348871.6858	0.000000E+00	-7.744915E-01
348872.0860	0.000000E+00	-4.576634E-01
348872.4862	0.000000E+00	-7.027275E-02
348872.8864	0.000000E+00	4.084391E+00
348873.2866	0.000000E+00	-2.169507E+00
348873.6868	0.000000E+00	7.893296E-01
348874.0870	0.000000E+00	-1.982346E+00
348874.4872	0.000000E+00	-4.190255E+00
348874.8874	0.000000E+00	1.543859E+00
348875.2876	0.000000E+00	-1.939996E-01
348875.6878	0.000000E+00	2.488653E+00
348876.0880	0.000000E+00	-4.818367E-02
348876.4882	0.000000E+00	-3.199604E+00
348876.8884	0.000000E+00	-1.115189E-01
348877.2886	0.000000E+00	2.996442E+00
348877.6888	0.000000E+00	-2.490880E+00
348878.0890	0.000000E+00	-6.910199E+00
348878.4892	0.000000E+00	9.516415E-01
348878.8894	0.000000E+00	-1.571758E+00
348879.2896	0.000000E+00	1.479219E+00
348879.6898	0.000000E+00	2.584807E+00
348880.0900	0.000000E+00	1.851005E+00
348880.4902	0.000000E+00	2.376510E+00
348880.8904	0.000000E+00	-6.049216E-02
348881.2906	0.000000E+00	1.002947E+00
348881.6908	2.683243E-14	-2.973300E+00
348882.0910	8.049728E-14	1.591054E+00
348882.4912	4.024864E-13	1.314752E+00
348882.8914	1.905102E-12	-8.179441E-01
348883.2916	8.371717E-12	2.895794E-01
348883.6918	3.560663E-11	-1.459883E+00
348884.0920	1.450292E-10	-1.015225E+00
348884.4922	5.672911E-10	3.618809E+00
348884.8924	2.129743E-09	2.170481E+00
348885.2926	7.674501E-09	3.798250E+00
348885.6928	2.654445E-08	-2.007069E+00
348886.0930	8.812498E-08	1.082878E-01
348886.4932	2.808187E-07	9.294738E-01
348886.8934	8.589240E-07	-4.729270E-01
348887.2936	2.521651E-06	3.373101E+00
348887.6938	7.105866E-06	-1.257778E+00
348888.0940	1.921988E-05	3.578103E+00
348888.4942	4.989832E-05	-2.839677E-01
348888.8944	1.243434E-04	-4.100919E+00
348889.2946	2.974139E-04	-1.100372E+00
348889.6948	6.828120E-04	-5.096785E+00
348890.0950	1.504674E-03	-2.173843E-01
348890.4952	3.182617E-03	-4.156878E-01
348890.8954	6.461403E-03	-1.587394E+00
348891.2956	1.259124E-02	1.808581E+00
348891.6958	2.355089E-02	2.262330E+00
348892.0960	4.228063E-02	1.631337E+00
348892.4962	7.285630E-02	3.619301E+00
348892.8964	1.204981E-01	2.277462E+00
348893.2966	1.912833E-01	-3.255278E+00
348893.6968	2.914430E-01	-6.510284E-01
348894.0970	4.261970E-01	-4.845278E-01
348894.4972	5.982103E-01	-3.392543E+00
348894.8974	8.059414E-01	2.322150E+00
348895.2976	1.042319E+00	-3.463152E+00
348895.6978	1.294274E+00	1.102929E-01
348896.0980	1.543591E+00	2.794305E+00
348896.4982	1.769298E+00	1.116291E+00
348896.8984	1.951482E+00	-4.589153E-01
348897.2986	2.075993E+00	3.578483E+00
348897.6988	2.139286E+00	1.730600E+00
348898.0990	2.152510E+00	2.957243E+00
348898.4992	2.144080E+00	2.927794E+00
348898.8994	2.160126E+00	2.347219E+00
348899.2996	2.262367E+00	-1.249131E+00
348899.6998	2.523088E+00	8.529070E-01
348900.1001	3.016960E+00	2.487789E+00
348900.5003	3.809858E+00	1.086955E+00
348900.9005	4.945525E+00	8.832192E+00
348901.3007	6.432149E+00	2.209688E+00
348901.7009	8.232119E+00	1.102702E+01
348902.1011	1.025877E+01	1.352713E+01
348902.5013	1.238321E+01	1.673391E+01
348902.9015	1.445208E+01	1.980424E+01
348903.3017	1.631399E+01	1.767816E+01
348903.7019	1.784963E+01	1.907375E+01
348904.1021	1.899914E+01	2.250452E+01
348904.5023	1.978043E+01	2.478196E+01
348904.9025	2.029427E+01	1.952151E+01
348905.3027	2.071476E+01	2.178018E+01
348905.7029	2.126698E+01	2.581696E+01
348906.1031	2.219711E+01	2.496218E+01
348906.5033	2.374114E+01	1.999939E+01
348906.9035	2.609784E+01	2.923095E+01
348907.3037	2.940733E+01	2.882034E+01
348907.7039	3.373319E+01	3.442015E+01
348908.1041	3.904445E+01	4.122455E+01
348908.5043	4.519718E+01	4.457504E+01
348908.9045	5.192176E+01	5.238898E+01
348909.3047	5.882624E+01	5.814608E+01
348909.7049	6.542386E+01	6.352512E+01
348910.1051	7.118385E+01	6.786510E+01
348910.5053	7.559415E+01	7.824435E+01
348910.9055	7.822108E+01	8.070699E+01
348911.3057	7.875527E+01	7.850137E+01
348911.7059	7.704255E+01	7.786366E+01
348912.1061	7.310396E+01	7.612270E+01
348912.5063	6.714736E+01	6.404189E+01
348912.9065	5.956535E+01	5.436414E+01
348913.3067	5.090855E+01	5.315997E+01
348913.7069	4.182470E+01	4.007397E+01
348914.1071	3.296769E+01	3.574332E+01
348914.5073	2.489722E+01	2.518803E+01
348914.9075	1.799959E+01	1.847667E+01
348915.3077	1.245367E+01	1.019320E+01
348915.7079	8.247229E+00	5.718149E+00
348916.1081	5.229503E+00	6.918601E+00
348916.5083	3.176665E+00	9.398001E-01
348916.9085	1.849526E+00	-9.550138E-01
348917.3087	1.032569E+00	1.108870E+00
348917.7089	5.529660E-01	5.176193E-01
348918.1091	2.841237E-01	3.373847E+00
348918.5093	1.400939E-01	3.292950E+00
348918.9095	6.629487E-02	4.581660E-01
348919.3097	3.011038E-02	-1.422501E+00
348919.7099	1.312632E-02	5.181907E-01
348920.1101	5.492475E-03	-5.813303E+00
348920.5103	2.205945E-03	-1.341973E+00
348920.9105	8.504026E-04	1.291028E+00
348921.3107	3.146732E-04	-1.683875E+00
348921.7109	1.117676E-04	1.014544E+00
348922.1111	3.811999E-05	-2.379219E+00
348922.5113	1.253171E-05	-5.109064E+00
348922.9115	4.123436E-06	3.335226E+00
348923.3117	1.824828E-06	4.832064E-01
348923.7119	2.261496E-06	-2.025041E+00
348924.1121	5.587347E-06	3.339505E+00
348924.5123	1.511196E-05	-1.544296E-01
348924.9125	3.979851E-05	-3.277321E+00
348925.3127	1.007954E-04	1.826264E+00
348925.7129	2.452357E-04	1.808181E+00
348926.1131	5.732520E-04	-2.517876E+00
348926.5133	1.287822E-03	-2.233262E-01
348926.9135	2.781575E-03	-2.790243E+00
348927.3137	5.779395E-03	1.527752E+00
348927.7139	1.155928E-02	6.327693E-01
348928.1141	2.227521E-02	-3.152336E+00
348928.5143	4.140405E-02	2.644939E+00
348928.9145	7.433605E-02	1.915956E+00
348929.3147	1.291292E-01	-6.874622E-01
348929.7149	2.174584E-01	-1.787109E+00
348930.1151	3.558093E-01	-3.145021E+00
348930.5153	5.669769E-01	1.525568E+00
348930.9155	8.818881E-01	-2.501646E+00
348931.3157	1.341602E+00	1.087750E+00
348931.7159	1.998993E+00	-2.044829E+00
348932.1161	2.919079E+00	2.706932E-01
348932.5163	4.176392E+00	3.085238E+00
348932.9165	5.847499E+00	5.353056E+00
348933.3167	7.997314E+00	9.491325E+00
348933.7169	1.065948E+01	8.061140E+00
348934.1171	1.381386E+01	1.998565E+01
348934.5173	1.736710E+01	1.834911E+01
348934.9175	2.114353E+01	2.187940E+01
348935.3177	2.489254E+01	2.066807E+01
348935.7179	2.831386E+01	2.629344E+01
348936.1181	3.109696E+01	3.028646E+01
348936.5183	3.296603E+01	3.251168E+01
348936.9185	3.372158E+01	3.509912E+01
348937.3187	3.327103E+01	3.505224E+01
348937.7189	3.164393E+01	2.983732E+01
348938.1191	2.898974E+01	3.283019E+01
348938.5193	2.555797E+01	2.758656E+01
348938.9195	2.166250E+01	1.800458E+01
348939.3197	1.763537E+01	1.895331E+01
348939.7199	1.377884E+01	1.488021E+01
348940.1201	1.032629E+01	1.157361E+01
348940.5203	7.420505E+00	4.808903E+00
348940.9205	5.112450E+00	7.514175E+00
348941.3207	3.377188E+00	9.191966E-01
348941.7209	2.139409E+00	4.233936E+00
348942.1211	1.300151E+00	1.688020E+00
348942.5213	7.585514E-01	-1.435506E-01
348942.9215	4.258682E-01	1.205217E+00
348943.3217	2.319889E-01	8.337386E-01
348943.7219	1.263451E-01	-4.097874E+00
348944.1221	7.560527E-02	4.361660E+00
348944.5223	6.015207E-02	2.628760E-01
348944.9225	7.066590E-02	-5.929418E-01
348945.3227	1.054903E-01	1.851834E+00
348945.7229	1.690197E-01	-2.381971E+00
348946.1231	2.711658E-01	6.932304E+00
348946.5233	4.279758E-01	-7.347855E-01
348946.9235	6.635797E-01	1.103900E+00
348947.3237	1.013692E+00	2.395809E+00
348947.7239	1.530683E+00	2.321534E+00
348948.1241	2.289578E+00	-2.732933E+00
348948.5243	3.393220E+00	6.157892E+00
348948.9245	4.973321E+00	4.138020E+00
348949.3247	7.183013E+00	6.320217E+00
348949.7249	1.017666E+01	1.097602E+01
